"business_id","avg_review_stars","review_count","fries_count","fries_pos_count","fries_neg_count","chips_count","chips_pos_count","chips_neg_count","onion_rings_count","onion_rings_pos_count","onion_rings_neg_count","nachos_count","nachos_pos_count","nachos_neg_count","wings_count","wings_pos_count","wings_neg_count","burger_count","burger_pos_count","burger_neg_count","monzarella_stick_count","monzarella_stick_pos_count","monzarella_stick_neg_count","quesadillas_count","quesadillas_pos_count","quesadillas_neg_count","cheese_count","cheese_pos_count","cheese_neg_count","sandwitch_count","sandwitch_pos_count","sandwitch_neg_count","pizza_count","pizza_pos_count","pizza_neg_count","taco_count","taco_pos_count","taco_neg_count","popcorn_count","popcorn_pos_count","popcorn_neg_count","bacon_count","bacon_pos_count","bacon_neg_count","slider_count","slider_pos_count","slider_neg_count","fried_count","fried_pos_count","fried_neg_count","shrimp_count","shrimp_pos_count","shrimp_neg_count","salads_count","salads_pos_count","salads_neg_count","dip_count","dip_pos_count","dip_neg_count","nugget_count","nugget_pos_count","nugget_neg_count","oysters_count","oysters_pos_count","oysters_neg_count","sauce_count","sauce_pos_count","sauce_neg_count","peanut_count","peanut_pos_count","peanut_neg_count","chicken_count","chicken_pos_count","chicken_neg_count","beer_count","beer_pos_count","beer_neg_count","wine_count","wine_pos_count","wine_neg_count","cocktail_count","cocktail_pos_count","cocktail_neg_count","spark_count","spark_pos_count","spark_neg_count","spirit_count","spirit_pos_count","spirit_neg_count","rum_count","rum_pos_count","rum_neg_count","whiskey_count","whiskey_pos_count","whiskey_neg_count","vodka_count","vodka_pos_count","vodka_neg_count","tequila_count","tequila_pos_count","tequila_neg_count","brandy_count","brandy_pos_count","brandy_neg_count","gin_count","gin_pos_count","gin_neg_count","negroni_count","negroni_pos_count","negroni_neg_count","daiquiri_count","daiquiri_pos_count","daiquiri_neg_count","manhattan_count","manhattan_pos_count","manhattan_neg_count","mojito_count","mojito_pos_count","mojito_neg_count","margarita_count","margarita_pos_count","margarita_neg_count","martini_count","martini_pos_count","martini_neg_count","music_count","music_pos_count","music_neg_count","band_count","band_pos_count","band_neg_count","waiter_count","waiter_pos_count","waiter_neg_count","waitress_count","waitress_pos_count","waitress_neg_count","park_count","park_pos_count","park_neg_count","wifi_count","wifi_pos_count","wifi_neg_count","restroom_count","restroom_pos_count","restroom_neg_count","manner_count","manner_pos_count","manner_neg_count","price_count","price_pos_count","price_neg_count","reservation_count","reservation_pos_count","reservation_neg_count","seat_count","seat_pos_count","seat_neg_count","booking_count","booking_pos_count","booking_neg_count","employee_count","employee_pos_count","employee_neg_count"
"v3AS5LGeV2Si4nOHZ7lgxQ",3.82242990654206,214,2,0,0,2,0,0,4,0,0,0,0,0,7,0,2,2,1,0,0,0,0,0,0,0,76,19,4,0,0,0,447,93,23,0,0,0,0,0,0,11,0,0,0,0,0,14,2,3,2,1,0,16,3,1,4,0,0,3,1,0,0,0,0,49,10,3,0,0,0,28,3,1,32,9,1,4,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,4,0,0,3,3,0,1,1,0,3,0,0,0,0,0,0,0,0,2,0,0,35,8,5,2,0,0,9,1,0,0,0,0,2,1,0
"GjkgXXicSJokejRge-g3xA",4.07462686567164,134,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45,10,3,2,0,0,10,4,3,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,8,5,1,16,7,1,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,21,11,0,0,0,0,31,9,3,0,0,0,4,1,1
"XR3cgHa2Zb-qKIRhY3Nokw",3.71428571428571,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"eYE7zd30ltLAS1V3ssdtrQ",4.07692307692308,117,22,4,0,9,5,0,3,1,0,0,0,0,2,0,0,58,18,5,0,0,0,0,0,0,37,9,10,0,0,0,0,0,0,2,0,0,0,0,0,7,3,0,0,0,0,27,11,3,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,14,4,2,0,0,0,5,0,2,64,19,6,1,0,0,16,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,1,1,18,4,0,2,1,0,12,1,1,3,1,0,0,0,0,0,0,0,0,0,0,26,10,2,0,0,0,19,0,0,0,0,0,0,0,0
"YgBQEX8dB27FdYj7PaPhPw",3.72538860103627,193,45,8,3,3,1,1,0,0,0,0,0,0,5,3,1,102,23,17,0,0,0,0,0,0,68,14,12,0,0,0,44,12,2,0,0,0,0,0,0,4,1,0,0,0,0,39,14,5,44,15,3,4,2,0,15,4,2,0,0,0,44,12,5,43,9,4,0,0,0,30,10,1,63,19,10,13,3,3,17,7,1,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,1,0,0,2,2,0,21,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,9,3,1,12,2,1,23,3,6,50,1,8,0,0,0,0,0,0,2,0,0,40,11,5,1,0,1,16,1,1,0,0,0,0,0,0
"MkSF0SJUMj2A3ewUhUUBvw",3.52083333333333,48,14,3,0,1,0,0,0,0,0,3,1,1,0,0,0,13,4,2,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,1,1,19,3,4,2,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,2,0,0,1,1,0,6,2,1,0,0,0,13,5,0,0,0,0,0,0,0
"wX8btbqgyFh0yHgmyR8ovA",4.07692307692308,182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,11,2,18,4,2,1,0,0,10,3,1,1,0,0,0,0,0,69,19,4,24,9,0,59,15,3,11,1,0,8,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,1,6,1,0,13,3,1,11,2,1,0,0,0,0,0,0,1,1,0,25,11,1,6,0,0,13,1,1,0,0,0,3,1,0
"CUGPOzeBRz84cdIOGSXcLw",3.29411764705882,68,10,3,2,3,0,0,1,1,0,5,0,0,2,1,1,20,3,2,0,0,0,1,0,1,12,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0,0,6,0,1,28,9,4,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,3,3,0,1,0,0,10,1,1,6,0,0,1,0,1,0,0,0,1,0,0,8,3,1,0,0,0,8,1,1,0,0,0,0,0,0
"UjmVsSLDD7GQRTcLkJ9mfg",3.30681818181818,88,24,4,2,6,2,2,2,1,0,1,0,0,1,0,0,182,30,10,0,0,0,0,0,0,48,9,5,0,0,0,0,0,0,0,0,0,0,0,0,26,2,2,1,0,0,18,3,1,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,11,4,1,70,9,10,15,3,0,13,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,1,0,12,3,1,7,1,0,0,0,0,0,0,0,0,0,0,18,2,0,0,0,0,9,0,0,0,0,0,0,0,0
"c2a7-byrwnuRUW757cyjgA",4.33962264150943,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,6,1,5,1,0,8,4,2,1,0,0,7,3,0,0,0,0,5,2,0,0,0,0,2,0,1,1,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,2,5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,0,0,8,5,2,0,0,0,2,0,1
"Y4OyM5VQLcsyc7nuBw2DTw",4.54385964912281,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,26,4,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,10,3,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,5,4,0,0,0,0,7,0,0,0,0,0,0,0,0
"ffUMyqLvDLcsed5p_7wy5A",3.25714285714286,105,23,4,6,1,1,0,3,0,0,0,0,0,0,0,0,9,2,1,0,0,0,0,0,0,27,6,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,5,2,1,0,0,3,0,0,5,1,1,0,0,0,0,0,0,8,5,2,0,0,0,2,0,0,18,4,6,1,0,0,9,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,1,0,0,0,5,1,2,11,4,2,4,1,0,0,0,0,0,0,0,1,1,0,19,3,0,23,1,1,24,2,1,0,0,0,3,0,0
"zjwdU1OdlbKTGjm-IfD4TQ",3.47959183673469,196,12,2,2,0,0,0,0,0,0,0,0,0,4,1,1,12,0,0,0,0,0,0,0,0,21,5,1,0,0,0,0,0,0,0,0,0,11,1,1,1,0,0,0,0,0,18,4,0,1,0,0,6,1,1,8,3,0,0,0,0,0,0,0,13,2,0,7,1,1,11,2,2,215,48,17,3,0,0,1,0,0,0,0,0,2,0,1,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,24,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,14,8,43,5,3,9,4,1,17,6,5,8,1,0,0,0,0,0,0,0,2,1,1,26,2,5,10,0,2,22,4,2,0,0,0,1,0,0
"xd94CG9wqwLQvPsrSC1l9A",3.67088607594937,158,30,11,3,6,3,2,0,0,0,0,0,0,4,0,1,44,13,0,0,0,0,0,0,0,79,20,11,0,0,0,0,0,0,5,0,1,0,0,0,4,2,0,3,0,0,10,4,1,0,0,0,1,0,0,8,6,1,0,0,0,0,0,0,23,11,1,3,0,0,21,5,2,223,55,15,7,1,0,6,3,1,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,18,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,5,1,0,6,1,0,13,2,1,4,0,0,0,0,0,0,0,0,0,0,0,20,5,2,0,0,0,27,6,4,0,0,0,1,0,0
"hOxNKZJ8wWg8Q165U7CCqg",4.03174603174603,252,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,13,1,0,0,0,0,0,0,0,73,14,4,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,43,5,1,1,0,0,6,1,0,2,0,0,0,0,0,1,1,0,31,6,3,0,0,0,20,3,3,32,11,2,26,8,1,91,34,5,1,0,1,0,0,0,6,2,0,4,0,2,2,0,0,2,0,0,5,3,1,44,11,5,0,0,0,2,2,0,2,0,0,0,0,0,2,0,0,6,1,1,4,1,0,18,2,3,8,1,0,23,6,1,6,1,1,0,0,0,1,0,0,0,0,0,57,6,6,42,4,2,32,9,8,0,0,0,0,0,0
"Wtp0Pfnhd7NvUIEawiIjTA",3.92753623188406,138,52,18,4,10,5,1,0,0,0,0,0,0,2,2,0,27,7,5,0,0,0,0,0,0,19,6,5,0,0,0,7,2,0,0,0,0,0,0,0,4,1,0,0,0,0,18,7,3,11,2,2,0,0,0,10,3,1,0,0,0,0,0,0,13,2,2,0,0,0,7,2,1,152,61,11,3,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,13,3,3,2,0,0,13,6,2,4,0,0,0,0,0,0,0,0,0,0,0,16,9,0,2,0,0,9,2,0,0,0,0,1,0,0
"sqOoaTxzCS6w2T-QNKhUiw",3.63636363636364,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0
"8iZ5bR_Zl-xQZMDCvNKLgg",4.5,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,8,0,5,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,3,1,0,0,0,10,4,0,1,0,0,2,0,0
"hNuDWMtu56NLz4L1Ghm0aA",4.01315789473684,76,22,4,1,1,1,0,5,1,0,0,0,0,8,3,0,48,11,6,0,0,0,0,0,0,25,6,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,4,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,8,5,0,0,0,0,2,0,1,28,11,5,4,0,1,1,0,1,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,0,0,1,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,11,4,6,0,0,0,3,0,0,0,0,0,3,0,0
"wUqqq1nUFA8Fn-3vYYFyWQ",2.67708333333333,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,3,3,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,12,2,1,7,2,0,3,3,0,0,0,0,0,0,0,43,5,6,0,0,0,11,2,2,5,1,0,20,4,1,5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,11,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,3,0,0,18,2,4,0,0,0,0,0,0,1,0,0,0,0,0,16,4,0,7,0,0,16,1,1,0,0,0,2,2,0
"BvyUXno0grQerd5cZGDFPw",4.21052631578947,57,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,52,19,9,0,0,0,0,0,0,11,2,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,16,4,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,3,0,0,0,0,0,1,0,0
"RG2IGb4LwbxUwCW3iooYDA",4.1566265060241,83,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,13,4,1,7,2,0,2,1,1,0,0,0,1,0,0,11,5,3,0,0,0,5,0,1,3,1,0,17,5,1,10,5,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1,2,9,3,3,6,2,1,21,3,2,7,3,0,12,1,2,1,0,0,0,0,0,0,0,0,0,0,0,21,7,0,9,0,0,10,2,0,0,0,0,1,0,0
"d4JTF7OUIMpxpIHVl9wPJA",2.96517412935323,201,32,6,3,0,0,0,2,0,1,7,2,0,8,3,1,11,4,3,0,0,0,2,0,2,87,25,11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,0,5,1,0,2,1,0,2,0,0,4,1,0,0,0,0,0,0,0,104,18,12,0,0,0,22,3,2,104,31,6,0,0,0,1,0,1,0,0,0,0,0,0,6,2,0,4,2,1,0,0,0,0,0,0,1,0,0,17,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7,1,0,20,2,4,21,7,3,6,0,2,0,0,0,0,0,0,0,0,0,28,6,2,1,0,0,24,1,1,0,0,0,0,0,0
"OoI3WUe4Xl86d53avy3oVA",4.42821158690176,397,181,45,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,101,25,7,0,0,0,1,0,0,0,0,0,1,0,1,34,8,5,0,0,0,31,9,3,5,2,0,0,0,0,11,5,0,0,0,0,1,0,0,74,25,15,0,0,0,11,3,2,46,20,3,103,35,8,30,12,1,4,1,0,0,0,0,6,3,0,1,0,0,1,0,0,0,0,0,6,2,1,36,7,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,11,1,1,41,18,3,24,9,2,14,2,3,0,0,0,2,0,1,1,0,0,57,16,1,42,4,1,73,14,6,0,0,0,3,0,0
"VGKq16vCdPPHMoryy6XTHg",3.87700534759358,187,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,0,1,0,0,0,119,33,9,0,0,0,0,0,0,4,2,0,0,0,0,5,1,0,6,1,0,1,0,0,4,0,1,0,0,0,0,0,0,17,2,1,0,0,0,50,10,2,39,15,3,14,4,2,31,6,3,0,0,0,1,0,0,3,1,1,3,0,0,10,1,0,0,0,0,0,0,0,12,1,1,1,0,0,0,0,0,0,0,0,10,4,0,0,0,0,4,1,1,43,15,3,8,0,0,9,2,0,16,2,0,2,0,0,0,0,0,0,0,0,0,0,0,21,6,1,1,0,0,25,6,3,0,0,0,1,0,0
"uvPv-iPbOtp0Zhgzwn0A3w",4.63380281690141,213,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,9,5,2,0,0,0,0,0,0,5,0,3,0,0,0,4,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,2,3,0,0,1,1,0,165,54,25,3,1,0,0,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,27,10,29,5,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,13,2,4,1,0,0,19,7,2,0,0,0,1,0,0
"t1w-AqAHPL-apnKtoboodQ",3.8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,1,0,0
"XnFPzFiLZ8wKWZsmzGjvCQ",3.54716981132075,53,13,2,1,5,1,0,3,1,0,0,0,0,4,4,0,18,4,3,0,0,0,0,0,0,10,4,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,2,0,0,0,0,5,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,11,4,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,4,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,5,1,1,0,0,0,4,1,1
"brIaz5gTzBX6fgJNQZbUCA",3.36931818181818,176,76,16,5,29,3,2,0,0,0,10,2,2,7,0,0,34,8,3,0,0,0,0,0,0,57,11,9,0,0,0,0,0,0,1,0,1,0,0,0,7,1,1,0,0,0,8,1,2,0,0,0,10,0,0,15,3,0,0,0,0,0,0,0,25,8,2,1,0,0,47,5,9,66,16,1,1,0,0,12,1,0,0,0,0,1,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,4,1,0,4,1,0,14,1,4,0,0,0,1,0,0,0,0,0,0,0,0,23,4,1,4,0,0,16,4,0,0,0,0,2,0,1
"N2yxwWuCzVpjMJPEDr_YyA",3.02564102564103,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,39,9,6,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,2,1,0,0,0,2,0,0,0,0,0,2,0,1
"cgoS2M0ghmdAQM1fvf-I9Q",3.25454545454545,55,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,1,0,0,0,0,0,0,18,5,2,0,0,0,2,0,0,0,0,0,0,0,0,4,2,0,0,0,0,5,0,1,4,0,1,4,2,0,0,0,0,0,0,0,1,0,0,7,3,1,0,0,0,9,2,2,8,0,1,20,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,1,0,6,2,0,10,0,1,0,0,0,0,0,0,2,0,2,14,3,0,5,0,0,6,1,2,0,0,0,2,0,1
"hoqk5SFvERVDJVXUaFLpLQ",3.85572139303483,402,195,53,15,11,1,1,23,4,1,0,0,0,33,8,0,237,49,22,0,0,0,0,0,0,307,80,50,0,0,0,0,0,0,27,6,1,1,1,0,47,14,14,0,0,0,48,14,2,1,0,0,7,1,0,15,4,0,0,0,0,0,0,0,49,14,3,0,0,0,51,11,7,236,80,16,5,0,2,8,5,1,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,2,0,1,1,0,0,25,2,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,5,2,3,26,2,3,7,2,1,41,15,5,7,0,1,0,0,0,4,1,1,2,1,0,51,20,1,4,0,0,84,18,4,0,0,0,6,0,1
"EKNm59ZMMRvb8N8Cm5F8Qw",3.96739130434783,92,5,2,0,10,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,11,3,0,0,0,0,0,0,0,1,1,0,5,1,1,0,0,0,17,5,2,7,1,0,66,16,5,0,0,0,1,1,0,2,1,2,1,0,0,6,0,0,0,0,0,0,0,0,14,3,3,0,0,0,0,0,0,1,1,0,5,0,1,1,0,0,51,9,4,15,2,1,3,0,1,6,1,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,30,5,4,0,0,0,22,4,0,0,0,0,1,0,1
"2YlUn3s132hNq5ueGeIiJg",3.42914979757085,247,27,6,3,20,7,0,0,0,0,0,0,0,0,0,0,16,2,2,0,0,0,2,1,2,76,19,12,0,0,0,12,0,1,29,7,9,0,0,0,10,3,0,1,0,0,10,1,3,26,6,3,12,3,1,14,3,0,0,0,0,2,0,1,59,19,10,4,0,0,64,19,9,29,2,2,30,8,2,10,4,2,0,0,0,0,0,0,5,2,0,2,0,0,0,0,0,2,0,0,0,0,0,13,3,2,0,0,0,0,0,0,0,0,0,3,0,1,4,0,2,10,1,2,3,0,0,29,4,1,33,6,3,32,4,4,10,2,0,0,0,0,1,0,0,3,2,0,71,19,6,41,2,3,54,8,3,0,0,0,2,1,0
"fqeHgAtcUxp2ocf_RLErkg",3.76767676767677,99,58,15,5,21,4,1,0,0,0,1,0,0,2,0,1,166,51,13,0,0,0,0,0,0,29,6,2,0,0,0,0,0,0,0,0,0,1,0,0,8,1,0,0,0,0,2,1,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,12,1,1,2,0,0,5,1,0,131,49,8,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,9,2,0,11,0,2,12,6,1,4,1,0,1,0,0,1,0,0,0,0,0,10,2,0,0,0,0,8,1,1,0,0,0,0,0,0
